,Variable,N,Mean,SD,SE,95% Conf.,Interval
0,Common Neighbors_score,58482.0,10.219606032625423,26.767873479730525,0.11068856640622257,10.00265593881575,10.436556126435097
1,Common Neighbors_score,173779.0,3.1342106928915463,7.3918473078331735,0.01773186190070819,3.0994566401251844,3.168964745657908
2,combined,232261.0,4.918272977383203,15.190540528897646,0.03151991821628266,4.856494750941946,4.98005120382446
