0
ENSP00000225831
ENSP00000370571
ENSP00000221130
ENSP00000336790
ENSP00000477572
ENSP00000482259
ENSP00000246657
ENSP00000463653
ENSP00000377372
ENSP00000264613
ENSP00000359665
ENSP00000363092
ENSP00000295666
ENSP00000447378
ENSP00000317955
ENSP00000263816
ENSP00000265062
ENSP00000331201
ENSP00000338345
ENSP00000296526
ENSP00000292513
ENSP00000371394
ENSP00000356205
ENSP00000381412
ENSP00000324419
ENSP00000451300
ENSP00000357307
ENSP00000216341
ENSP00000263980
ENSP00000330633
ENSP00000352162
ENSP00000303208
ENSP00000273047
ENSP00000212015
ENSP00000288266
ENSP00000287820
ENSP00000408411
ENSP00000409667
ENSP00000348602
ENSP00000369647
ENSP00000347184
ENSP00000261890
ENSP00000256509
ENSP00000316779
ENSP00000355865
ENSP00000385834
ENSP00000261205
ENSP00000479762
ENSP00000256637
ENSP00000400459
ENSP00000403636
ENSP00000424191
ENSP00000360021
ENSP00000369981
ENSP00000337697
ENSP00000419446
ENSP00000009530
ENSP00000363822
ENSP00000345672
ENSP00000363193
ENSP00000476960
ENSP00000078429
ENSP00000333298
ENSP00000314214
ENSP00000343027
ENSP00000215832
ENSP00000411152
ENSP00000284981
ENSP00000232564
ENSP00000478320
ENSP00000352264
ENSP00000354687
ENSP00000332979
ENSP00000242839
ENSP00000309539
ENSP00000359675
ENSP00000377353
ENSP00000295987
ENSP00000295619
ENSP00000477455
ENSP00000242465
ENSP00000332659
ENSP00000359506
ENSP00000440185
ENSP00000316244
ENSP00000481321
ENSP00000363640
ENSP00000293897
ENSP00000381234
ENSP00000176183
ENSP00000354652
ENSP00000265572
ENSP00000245983
ENSP00000248564
ENSP00000372750
ENSP00000305260
ENSP00000364204
ENSP00000255008
ENSP00000278379
ENSP00000371532
ENSP00000355316
ENSP00000306490
ENSP00000345728
ENSP00000305877
ENSP00000287641
ENSP00000225174
ENSP00000371594
ENSP00000291700
ENSP00000445772
ENSP00000375086
ENSP00000327214
ENSP00000359285
ENSP00000241014
ENSP00000323929
ENSP00000428994
ENSP00000231751
ENSP00000468897
ENSP00000260600
ENSP00000246115
ENSP00000357980
ENSP00000299178
ENSP00000350256
ENSP00000265459
ENSP00000240652
ENSP00000337128
ENSP00000368752
ENSP00000265333
ENSP00000332812
ENSP00000256857
ENSP00000296028
ENSP00000235329
ENSP00000358867
ENSP00000306662
ENSP00000362205
ENSP00000265431
ENSP00000426022
ENSP00000385510
ENSP00000366876
ENSP00000298440
ENSP00000300873
ENSP00000216629
ENSP00000364586
ENSP00000347197
ENSP00000381448
ENSP00000366233
ENSP00000416066
ENSP00000478492
ENSP00000480573
ENSP00000380281
ENSP00000344829
ENSP00000351059
ENSP00000419361
ENSP00000258341
ENSP00000354511
ENSP00000420194
ENSP00000297323
ENSP00000299138
ENSP00000301908
ENSP00000368766
ENSP00000324270
ENSP00000375727
ENSP00000442982
ENSP00000356671
ENSP00000381105
ENSP00000305416
ENSP00000350348
ENSP00000450482
ENSP00000351777
ENSP00000265986
ENSP00000356438
ENSP00000418770
ENSP00000350928
ENSP00000354901
ENSP00000471493
ENSP00000353508
ENSP00000376609
ENSP00000217386
ENSP00000477213
ENSP00000287936
ENSP00000355206
ENSP00000354416
ENSP00000360608
ENSP00000348170
ENSP00000240874
ENSP00000226413
ENSP00000216336
ENSP00000221485
ENSP00000294117
ENSP00000358142
ENSP00000296456
ENSP00000381231
ENSP00000394624
ENSP00000302079
ENSP00000280155
ENSP00000343690
ENSP00000312999
ENSP00000245907
ENSP00000255262
ENSP00000262958
ENSP00000367930
ENSP00000385142
ENSP00000483609
ENSP00000350198
ENSP00000409378
ENSP00000255380
ENSP00000307508
ENSP00000386069
ENSP00000339299
ENSP00000366061
ENSP00000391800
ENSP00000384364
ENSP00000265643
ENSP00000226317
ENSP00000276414
ENSP00000231188
ENSP00000399745
ENSP00000286355
ENSP00000229264
ENSP00000294016
ENSP00000261837
ENSP00000363748
ENSP00000369960
ENSP00000221891
ENSP00000249016
ENSP00000393333
ENSP00000369643
ENSP00000267377
ENSP00000303540
ENSP00000327417
ENSP00000451291
ENSP00000222381
ENSP00000276198
ENSP00000248572
ENSP00000480971
ENSP00000312126
ENSP00000441600
ENSP00000262629
ENSP00000372654
ENSP00000332225
ENSP00000281806
ENSP00000342560
ENSP00000365576
ENSP00000362924
ENSP00000344173
ENSP00000261267
ENSP00000223642
ENSP00000306138
ENSP00000282018
ENSP00000358963
ENSP00000327875
ENSP00000437737
ENSP00000379818
ENSP00000363596
ENSP00000334448
ENSP00000363763
ENSP00000259455
ENSP00000355747
ENSP00000449089
ENSP00000466009
ENSP00000311405
ENSP00000299727
ENSP00000264218
ENSP00000336764
ENSP00000358730
ENSP00000378187
ENSP00000356162
ENSP00000373169
ENSP00000258400
ENSP00000293778
ENSP00000287907
ENSP00000307259
ENSP00000222399
ENSP00000363411
ENSP00000293330
ENSP00000256010
ENSP00000324248
ENSP00000397415
ENSP00000234961
ENSP00000307766
ENSP00000296029
ENSP00000378394
ENSP00000342952
ENSP00000270349
ENSP00000377148
ENSP00000255224
ENSP00000341821
ENSP00000243167
ENSP00000366248
ENSP00000320324
ENSP00000378492
